"count","PrimaryKey"
34,8357605.54225
59,5542447.40253
42,1970412.03713
20,13311324.0593
18,2497596.80203
23,2596484.82566
19,1895137.2702
24,1829969.19291
80,2089374.00131
65,1968865.80446
41,1710782.28216
22,1692064.66627
89,2357119.54877
32,1808036.35197
23,2066395.83376
60,7018832.12251
40,2084057.30065
58,2384003.76789
55,1964156.55494
30,1980070.64732
11,3402339.96187
86,1900275.61439
42,4179910.31722
9,1609198.10015
26,6366951.03165
153,2102465.79876
63,2622409.04574
33,3835103.64272
10,7599596.15108
29,6501789.99973
51,3198610.82827
6,10657908.9735
21,10682968.9509
57,515656.536491
91,1637824.89346
72,1841945.96839
12,7193712.71945
13,2526926.46464
49,2704670.94428
51,3690691.82185
7,1174204.87276
55,1000160.7212
61,1405499.78151
28,1551084.24178
13,905520.639418
51,1247172.53451
56,8785602.425
80,11458904.0589
29,1395894.45181
30,2833237.75121
48,6433286.2526
2,593177.17509
11,1916856.70903
68,2707156.60968
21,1787963.42561
32,27175703.5349
26,8310906.77807
24,5494106.54588
15,32649008.723
43,2042874.32827
31,1867361.88247
73,1820929.11528
101,1821785.77703
34,1406208.1485
12,14442665.1166
11,2419768.97236
40,2853971.21072
36,4358149.25703
15,2060784.36869
54,2251841.02373
50,1888238.78312
24,1866699.37901
18,1867167.91416
144,2434388.17026
104,1954943.5872
82,1899180.85807
22,1762997.2968
78,1862499.1378
28,2185345.30372
60,1110945.72681
15,5047016.49411
23,1639977.48262
15,2300762.95638
9,18353690.5327
39,9998395.78083
57,2640087.95019
50,2685779.95228
79,2591346.37069
60,1621656.30943
41,812094.97953
26,2058373.11444
17,1652207.63688
41,4644465.48346
28,2713144.57883
22,9003601.03032
2,32102927.669
22,1825019.43824
55,9159305.18233
21,3906963.3499
40,3110120.29887
27,2557314.14523
86,1587954.98968
18,1826098.30396
70,24932101.3611
8,2813510.33419
39,23073499.2673
10,14956422.7291
0,257349826.64
27,2967245.06117
19,2949065.54552
75,5187893.85501
60,11657374.3958
7,5290577.42885
83,7455702.89632
46,8917443.94016
45,5672548.90023
24,56268491.5266
39,799778.191235
20,1175299.29197
56,1351072.71691
65,1681539.12773
87,1822865.9533
86,1691892.04769
98,2431074.0419
31,1117371.74673
30,1391141.25484
8,1902954.70342
1,13424427.174
73,5493202.63402
66,8179984.68327
110,1344750.5032
35,1250316.21921
91,1528504.05225
75,1793935.43416
31,2800914.89596
72,1924402.65465
70,1780551.10433
109,2226124.09403
34,3162741.63813
94,1956780.70353
115,1901324.39089
57,1959555.60451
72,1925984.34208
27,1878963.57693
58,1927688.29892
55,603922.27907
28,841097.887126
148,1904007.69555
99,1599420.45217
47,4583316.86468
90,4325709.36787
31,1828072.17732
15,1716030.11549
6,32743518.504
0,11010890.0495
12,23647156.2476
18,1745165.87157
28,1759935.6157
103,2588318.23231
98,2028412.82452
128,3527651.39815
77,2307258.52173
86,2142838.91635
28,1594376.37759
68,2338238.15293
18,2884401.4806
63,2277490.21656
60,2029126.2868
60,1565115.24041
35,1050346.63512
13,1005438.03216
57,4336906.3568
22,1214306.31596
56,1869850.80863
98,1943380.85446
24,1762932.81392
25,1892923.45786
39,923976.192379
22,1928211.60826
47,1866157.43232
38,2208072.03594
8,1433607.24251
45,14686021.6065
40,15498085.3126
0,53306474.1063
63,1550590.18639
15,2535936.55379
38,901944.2304
12,28015578.7072
12,15731555.1426
45,1230923.80882
32,2685949.29312
66,2054777.72316
110,4442580.26666
126,1880520.93703
140,1878253.59925
163,1879420.33643
24,1493089.39455
83,3290843.82944
47,1698857.08185
88,2091173.19608
49,1625600.8043
30,1622766.54464
14,17877318.1001
9,3813910.66803
4,2008480.61758
28,7544513.12019
22,1840524.11993
68,7723369.43718
1,53982420.2622
57,3617886.00052
37,1871799.83829
10,1931532.95138
28,1084744.06024
2,4514967.76871
32,7595223.02425
13,7554415.93039
3,13096456.3489
31,1839246.7493
79,3731739.91462
35,1869263.2929
29,1593340.9459
54,14159347.9188
4,3383204.76091
7,58358258.2558
10,4939340.81298
29,5704171.06362
61,5954526.21682
70,5955792.03156
54,2930549.08884
15,2175165.08815
55,4206657.84462
19,2041077.72843
47,2217493.53829
43,2240196.24289
25,1460333.21102
42,4178245.95327
21,1309721.32897
23,1865498.63377
186,23463560.2948
36,13381461.261
71,72714491.1149
7,1854799.24858
78,5867575.35307
21,8576017.00476
16,4992552.6453
130,9138365.40021
97,1958133.33301
24,1490474.93378
40,4351946.09455
120,1596845.37905
81,5525403.00044
30,1631147.02978
33,1699056.76852
24,8571797.40289
293,1889849.41711
10,4703849.91287
51,12814012.1349
72,3131553.78328
35,6662120.27479
63,2332263.90688
69,2391961.87894
178,38312378.63
80,11197176.735
52,8293504.24186
41,2399967.40918
73,2841852.24217
47,2458741.02706
111,1907232.28846
108,4430560.08319
15,2911316.41572
22,1000018.51671
11,19044545.8915
19,3052490.47177
41,4190157.35556
59,9137102.94308
10,5917020.35682
11,2153336.17646
10,1841153.05314
79,8649219.5904
3,1364055.44245
30,1774072.20901
20,2976490.37201
17,7642767.83339
27,1787327.35025
19,703936.198245
67,7237825.15376
6,6329083.37921
154,1946103.26196
40,2253359.49844
10,4217828.70815
60,602995.555036
68,1145198.73855
47,2613468.99255
66,4192019.65978
5,916711.911235
7,1597460.67292
21,1952653.34108
29,7603813.92145
62,36595040.8945
16,4308952.72668
43,23468603.8568
17,719418.274646
81,2376401.23912
27,764814.599846
32,12148065.9722
4,9497529.21629
37,1510997.73061
36,4703532.6454
2,27037683.7367
14,3077495.77166
50,1771606.08364
7,32142997.4872
6,1081285.24981
13,1963785.08863
19,3848530.76684
3,8432869.71305
5,5205767.08409
19,1685292.53307
30,107661264.931
15,22624233.0133
61,4052036.68616
32,2516458.36025
8,1580667.29955
41,3986996.49242
27,3362794.4324
71,2573043.27337
40,7557951.23101
9,21980473.7779
71,3140034.80533
27,11116094.1266
38,11249695.0105
11,5054382.93813
23,15147879.3482
94,3975505.72092
110,8807615.24258
6,2247115.30169
6,1451525.27966
13,2138350.47804
20,3430497.07492
16,2025501.78861
17,687788.562205
22,15403862.2652
39,1801771.46453
47,4456323.4641
34,4328003.81906
25,9288507.02007
3,27785046.5707
14,11160455.7619
13,122734988.85
31,1511686.1316
34,2035611.0633
42,11606292.4871
55,3416837.80375
31,3460300.76296
39,1761363.12558
78,1788230.59255
15,3494179.99269
17,10975605.6181
17,26547178.2858
17,15022067.2739
49,1787081.51088
29,3393635.63754
34,5961921.41284
18,3743760.40125
18,2317452.67285
22,2160687.32866
27,2350596.84251
128,2607987.19839
19,2077079.98324
40,14906354.469
26,5618192.21667
109,3448096.63239
30,7874188.87551
40,6126903.16992
30,2027988.11314
26,1715478.60994
55,1784336.19149
31,2043908.75258
17,1937264.80458
53,1904249.84598
42,1525330.65589
44,1507611.41493
126,5507509.32363
215,11406007.3135
30,5158898.59918
18,2674908.15826
93,9381821.88729
77,13379961.4002
18,3338848.35961
21,4952180.29535
42,17978117.95
124,4161662.23158
67,13100021.2959
20,4659337.56306
62,4638641.82467
37,7674613.16206
41,1977775.65702
100,2441015.69822
43,2551621.26855
41,4573323.52137
11,2043824.07296
18,5296832.87909
81,2123121.15033
28,3563822.45645
46,1060696.36339
49,3659519.51862
78,2572874.41671
71,930411.46854
40,1159594.67324
40,16814148.9677
40,2018093.85311
9,16222844.7445
4,53264402.2291
7,7498009.0224
8,6209460.7584
4,24874667.7137
11,6020075.8134
11,41629422.0319
9,49499446.1991
0,6063521.91059
34,641369.051486
147,3008175.35694
19,3425961.00242
11,11173633.8971
45,29195598.0987
14,13384508.6015
57,2488662.69677
19,4521101.30788
78,42898840.3573
96,27404151.1113
30,2516825.87799
21,6019623.15667
33,4664026.8064
9,6435004.76198
34,2306342.52317
26,1594381.85495
40,1912263.14119
7,1548759.17672
11,4711634.08376
27,26364150.9149
6,7492803.2862
22,14943924.7997
14,10155535.9754
71,7124571.22287
86,5110173.50164
34,32262736.5056
3,206239801.949
59,72231723.8218
45,74552238.638
7,4477226.54844
27,9302546.10304
0,29141077.6423
71,4617590.40042
37,7030523.34173
195,23622924.1655
86,1875852.88921
118,1889083.39049
16,4304610.10524
0,9366593.59551
8,4040313.29049
128,2284357.7519
91,1716083.65539
87,2757485.6599
15,1685414.14662
16,1532199.9656
19,1857455.98611
14,2013938.57408
51,12552857.8378
18,1393042.78321
142,2673342.01187
11,39029712.8898
12,58208511.4056
30,5528484.35526
3,5807682.56869
70,3724876.60229
4,2176995.34791
24,1913424.47316
41,1777145.33817
31,1744010.58334
39,1692108.01349
17,1253430.92847
55,2024534.64078
4,11188253.8202
17,9658937.3102
40,1290897.72959
59,2068688.7198
41,1629217.66556
9,1224411.56883
45,2848694.13805
18,106238793.099
2,74018949.6615
49,2303687.95529
15,554133.245098
56,2151969.38133
17,4246250.57747
48,60791715.4137
38,8653952.28654
26,5459484.06364
18,4970440.38493
48,24020558.235
27,3036965.64418
63,2253623.88155
20,6339739.24457
99,1906164.01658
20,2870092.10777
126,1906396.43876
2,4127906.57976
13,1605948.19035
19,1753647.06405
19,4044949.74508
49,8100562.84246
62,1071851.98909
84,4394465.619
17,7413630.2689
18,731602.002149
44,1024137.87294
33,1749948.91206
36,1857817.25296
8,2094112.23221
17,2364591.40698
96,3951135.87457
5,1902339.65835
34,4707832.94196
53,2353270.00203
26,1968262.67333
2,2441978.12314
5,2389902.23479
11,2596327.37056
4,1632351.19541
7,1828863.85081
51,2726931.5425
12,4839044.5896
31,2799985.37605
18,2227865.36299
27,2621574.96301
1,15627972.3004
39,3096853.00903
115,10306187.7805
8,4681314.71396
3,20827155.4239
26,15679659.7813
10,7735781.07684
24,7428169.66434
18,16707324.8776
22,15261751.8183
20,6826027.11467
28,4229647.56573
26,4598804.10961
40,9221633.57263
16,2299833.92053
18,4552904.51035
22,7460491.90097
130,3310029.02605
14,1961474.14417
2,47682505.4639
85,1882581.74123
88,5155256.96969
29,2011352.1198
35,3205575.3273
42,2510822.01716
43,2830476.60107
44,1243257.41175
64,1174411.42003
119,30139420.8559
14,1680016.57696
24,1716002.14729
76,33677585.5856
30,107959222.849
25,25682511.243
29,2303269.52997
16,1415207.57802
24,5558952.70392
35,3327646.57425
11,1209106.32733
15,2749951.85258
38,1271551.64417
19,680212.011049
130,3681108.51601
33,7704020.69046
50,12239358.2944
115,3516577.11072
161,2618005.7994
57,1804882.17585
9,1883009.78578
87,1715721.89247
9,6298384.76617
14,14936191.6927
64,18017207.8529
6,6350882.34688
64,1362767.2523
60,2346733.52405
20,1835506.53058
49,4468906.93191
8,21271440.8995
11,10934475.6503
157,42311288.7997
25,19081397.5992
30,7644899.41373
53,37738794.514
14,3751967.54563
16,5640435.6004
41,3220224.06509
35,1725972.93878
19,2570655.48129
50,3066122.97218
2,117095920.531
9,16344635.9367
